Date,Open,High,Low,Close,Adj Close,Volume,Open_above_value,High_above_value,Low_above_value,Close_above_value,Adj Close_above_value,Volume_above_value
1999-03-10,,,,,,,,,,,,
1999-03-11,0.006112469437652868,0.011301160659743514,0.0006215040397763438,0.004895960832313362,0.004895930949745164,0.8517966360856268,0.006112469437652868,0.011301160659743514,0.0006215040397763438,0.004895960832313362,0.004895930949745164,0.8517966360856268
1999-03-12,-0.0060753341433779084,-0.011174871639987871,-0.013043478260869601,-0.02436053593179055,-0.024360474430778933,-0.09753731189232706,-0.0060753341433779084,-0.011174871639987871,-0.013043478260869601,-0.02436053593179055,-0.024360474430778933,-0.09753731189232706
1999-03-15,-0.01344743276283622,0.007941356139279154,0.005034612964128327,0.02871410736579283,0.02871417485285166,-0.2715814996111442,-0.01344743276283622,0.007941356139279154,0.005034612964128327,0.02871410736579283,0.02871417485285166,-0.2715814996111442
1999-03-16,0.025402726146220633,0.011515151515151478,0.02504696305572951,0.008495145631068013,0.00849507140446315,-0.2297377924320929,0.025402726146220633,0.011515151515151478,0.02504696305572951,0.008495145631068013,0.00849507140446315,-0.2297377924320929
1999-03-17,0.004229607250755274,-0.0029958058717795,0.004886988393402625,-0.0072202166064981865,-0.007220385902715232,-0.1917730033837498,0.004229607250755274,-0.0029958058717795,0.004886988393402625,-0.0072202166064981865,-0.007220385902715232,-0.1917730033837498
1999-03-18,-0.008423586040914532,0.011418269230769162,0.001519756838905817,0.019393939393939297,0.019393995919797735,0.2227994955863808,-0.008423586040914532,0.011418269230769162,0.001519756838905817,0.019393939393939297,0.019393995919797735,0.2227994955863808
1999-03-19,0.03398058252427183,0.012477718360071277,-0.005766312594840617,-0.02556480380499404,-0.025564681716180315,0.47685834502103797,0.03398058252427183,0.012477718360071277,-0.005766312594840617,-0.02556480380499404,-0.025564681716180315,0.47685834502103797
1999-03-22,-0.034037558685446,-0.03169014084507038,-0.013431013431013383,-0.01220256253813301,-0.012202444317366612,-0.2982514943299257,-0.034037558685446,-0.03169014084507038,-0.013431013431013383,-0.01220256253813301,-0.012202444317366612,-0.2982514943299257
1999-03-23,-0.021871202916160404,-0.020606060606060628,-0.03527227722772275,-0.03520691785052499,-0.035207146900173236,1.1816589715013532,-0.021871202916160404,-0.020606060606060628,-0.03527227722772275,-0.03520691785052499,-0.035207146900173236,1.1816589715013532
1999-03-24,-0.02111801242236022,0.0,-0.004490057729313657,0.03393085787451988,0.03393098303409947,-0.22945705320002918,-0.02111801242236022,0.0,-0.004490057729313657,0.03393085787451988,0.03393098303409947,-0.22945705320002918
1999-03-25,0.04060913705583746,0.03589108910891081,0.049774484536082575,0.0365325077399381,0.036532492118445115,-0.037078252634071274,0.04060913705583746,0.03589108910891081,0.049774484536082575,0.0365325077399381,0.036532492118445115,-0.037078252634071274
1999-03-26,0.012195121951219523,0.0029868578255674016,0.012122142089918686,-0.010752688172043001,-0.010752389068787505,0.01504831689985009,0.012195121951219523,0.0029868578255674016,0.012122142089918686,-0.010752688172043001,-0.010752389068787505,0.01504831689985009
1999-03-29,0.009638554216867545,0.022632519356760028,0.010309278350515427,0.03623188405797095,0.03623169396433634,-0.38061093481262565,0.009638554216867545,0.022632519356760028,0.010309278350515427,0.03623188405797095,0.03623169396433634,-0.38061093481262565
1999-03-30,0.022673031026253065,0.006406523005241693,0.01860744297719097,-0.006993006993006978,-0.006993252871903888,-0.03386913840979311,0.022673031026253065,0.006406523005241693,0.01860744297719097,-0.006993006993006978,-0.006993252871903888,-0.03386913840979311
1999-03-31,0.010501750291715295,0.003472222222222321,-0.013553329404832004,-0.01467136150234738,-0.014671033968225,0.6711735416751001,0.010501750291715295,0.003472222222222321,-0.013553329404832004,-0.01467136150234738,-0.014671033968225,0.6711735416751001
1999-04-01,-0.002309468822170868,-0.0023068050749711633,0.007168458781362075,0.02084574151280516,0.020845387583950714,0.05561611317007009,-0.002309468822170868,-0.0023068050749711633,0.007168458781362075,0.02084574151280516,0.020845387583950714,0.05561611317007009
1999-04-05,0.007957175925925819,0.028034682080924966,0.026690391459074814,0.03617269544924162,0.03617312089496183,-0.34633653824089583,0.007957175925925819,0.028034682080924966,0.026690391459074814,0.03617269544924162,0.03617312089496183,-0.34633653824089583
